card_number,expiry_date,card_provider,date_payment_confirmed
4830703769195400,10/30,VISA 16 digit,2018-08-24
6587670289383860,02/27,Discover,2000-11-20
6011943061449830,07/32,Discover,2001-06-24
4134798076975,11/29,VISA 13 digit,2017-07-12
562258604791,06/27,Maestro,2000-03-10
213160872354373,05/29,JCB 15 digit,2004-09-23
342341204589860,01/30,American Express,2010-12-02
3584533603348670,12/24,JCB 16 digit,1996-09-10
630485749448,07/27,Maestro,2016-11-24
4992166572914120,05/23,VISA 16 digit,2004-04-01
6503218436128860,04/27,Discover,2002-08-25
213130459312938,08/31,JCB 15 digit,2012-04-23
4219901668980040,01/24,VISA 16 digit,2009-08-23
4647762402950,12/28,VISA 13 digit,2009-07-21
3514919343171050,07/23,JCB 16 digit,2017-11-25
4388240554228290,04/32,VISA 16 digit,2007-03-21
3597474294323080,11/25,JCB 16 digit,2005-05-01
503811409005,04/23,Maestro,2015-06-11
676207298560,09/26,Maestro,2013-03-10
348789327697974,08/23,American Express,2021-04-29
6011537654053990,07/29,Discover,1995-05-22
4336795116597520000,12/22,VISA 19 digit,2019-02-16
4065072724981,07/23,VISA 13 digit,2013-07-08
3588290117497730,02/25,JCB 16 digit,2022-01-22
4479165505108020,12/24,VISA 16 digit,2012-07-01
4798538500038500,12/23,VISA 16 digit,1992-12-09
2229188051815820,09/28,Mastercard,1994-07-01
503882382222,11/28,Maestro,1998-01-27
377850466185785,07/25,American Express,2012-06-04
3536299695032540,01/24,JCB 16 digit,2001-11-06
3578248200515130,09/28,JCB 16 digit,2021-02-17
6011583541260910,04/27,Discover,1995-04-23
180091546993735,05/24,JCB 15 digit,2022-03-15
2289503870575940,06/29,Mastercard,1996-11-17
502082217865,12/26,Maestro,2021-11-30
4207113203651720,08/31,VISA 16 digit,2021-02-02
6591649563330200,05/23,Discover,2013-05-16
3566489849288950,11/27,JCB 16 digit,2015-07-08
373518871643649,04/30,American Express,2022-08-24
4479577929000680,05/31,VISA 16 digit,1995-05-11
3580694971216000,10/27,JCB 16 digit,2007-06-17
3571247212519120,08/30,JCB 16 digit,2017-01-18
3567710211485950,05/26,JCB 16 digit,2010-08-02
2256416899468330,11/23,Mastercard,2004-08-19
3524466060364690,09/29,JCB 16 digit,2016-05-25
60472740251,10/25,Maestro,2003-07-27
3520324342327330,04/29,JCB 16 digit,1994-07-02
4601539340092,07/25,VISA 13 digit,2004-10-11
2720706260485560,03/28,Mastercard,2017-12-10
6533276022338810,08/31,Discover,2020-12-05
3515658932245950,08/30,JCB 16 digit,2015-01-21
3500532057516970,08/30,JCB 16 digit,2011-03-16
6598642647109130,03/24,Discover,2016-01-03
561110188571,02/29,Maestro,1995-01-09
349924828229774,08/25,American Express,2021-09-03
6011318709207320,07/28,Discover,2002-03-24
4203502585009,11/24,VISA 13 digit,1996-06-11
3538778721997730,05/25,JCB 16 digit,1999-11-10
213125807413099,05/25,JCB 15 digit,2006-03-31
180041857916189,03/31,JCB 15 digit,2019-07-04
4015052015046730000,11/31,VISA 19 digit,1997-10-22
503822374586,09/29,Maestro,2009-02-05
4634719863716,04/29,VISA 13 digit,2000-11-23
3540439462734090,06/29,JCB 16 digit,2012-10-27
3563377892778740,02/30,JCB 16 digit,2012-11-05
180054392104781,08/32,JCB 15 digit,2004-08-02
676347878511,11/31,Maestro,2021-05-01
630429984176,08/27,Maestro,2007-06-23
4754436447907120000,04/27,VISA 19 digit,2003-02-01
4423885412174880,07/24,VISA 16 digit,2012-03-05
2537679560843980,09/28,Mastercard,2007-03-31
3572734964252850,12/23,JCB 16 digit,1999-10-16
639049631554,01/30,Maestro,1999-03-22
4244567141997810,05/32,VISA 16 digit,2004-07-06
4004997659826730,09/29,VISA 16 digit,2018-07-20
4143539399026870,12/27,VISA 16 digit,2006-11-03
503829378523,12/31,Maestro,2020-02-19
5511346238145670,06/27,Mastercard,1995-12-26
630484737345,06/23,Maestro,2009-04-11
501828708575,02/32,Maestro,1998-06-04
639030019363,08/32,Maestro,1999-01-04
4178080884513,11/31,VISA 13 digit,2022-02-11
4865158786024050000,06/27,VISA 19 digit,2017-04-03
180085132451827,08/24,JCB 15 digit,2002-12-08
4256893615447,01/31,VISA 13 digit,2017-04-20
2242886913788870,10/25,Mastercard,1998-12-27
341042765109822,12/25,American Express,2003-01-21
4370643809974230000,08/31,VISA 19 digit,2017-07-11
213145495862142,06/23,JCB 15 digit,1998-09-30
6011563376312610,07/31,Discover,2019-10-17
2711016549891190,08/23,Mastercard,2022-04-24
3561152237975790,07/24,JCB 16 digit,2015-07-10
4334215675951280000,04/27,VISA 19 digit,2013-08-22
371460635136820,10/28,American Express,1996-06-06
180059057921262,09/24,JCB 15 digit,1996-03-30
3505515380123120,06/30,JCB 16 digit,2005-03-30
4480526448543,06/32,VISA 13 digit,2002-11-06
379762448621316,02/25,American Express,1997-02-25
180082617022363,03/28,JCB 15 digit,2013-03-06
373385612008551,09/26,American Express,2002-05-28
376813397021884,07/26,American Express,1998-10-07
4241698133705,07/29,VISA 13 digit,2022-06-29
675941075656,01/28,Maestro,1999-06-23
213133208449969,08/23,JCB 15 digit,2016-12-26
4617892381013480000,04/29,VISA 19 digit,2018-05-05
4070960358233420000,08/26,VISA 19 digit,2022-05-08
4097165035948290,09/27,VISA 16 digit,2011-03-13
4731043676127,09/27,VISA 13 digit,1999-02-27
4824226096451790,11/28,VISA 16 digit,2012-05-20
3525167458965530,07/29,JCB 16 digit,2000-06-16
6506459723073450,10/30,Discover,1994-07-08
6507721685802200,09/31,Discover,2011-06-25
4220490359366130000,05/23,VISA 19 digit,2002-05-19
2587628699728830,06/30,Mastercard,1997-10-26
180070992101316,11/23,JCB 15 digit,2001-08-17
4411537683151110000,02/26,VISA 19 digit,2001-07-23
4601857770847900,01/25,VISA 16 digit,2000-06-14
2280967215066840,11/23,Mastercard,2020-01-23
676248452374,09/32,Maestro,2003-07-04
3513308284031820,11/27,JCB 16 digit,2017-07-05
2299340127198290,10/29,Mastercard,2010-12-26
60481672149,02/25,Maestro,1992-12-05
502063730787,10/31,Maestro,2011-11-26
3500597543789080,08/29,JCB 16 digit,2002-05-08
4721033531705,06/32,VISA 13 digit,2004-02-09
6011618148519160,10/24,Discover,2002-10-21
4476304260945080,01/26,VISA 16 digit,2000-04-09
6011232406445350,11/32,Discover,2016-07-25
6011334744069360,01/25,Discover,1995-01-24
4152065423860,07/25,VISA 13 digit,1993-12-29
4235792574427700,04/28,VISA 16 digit,2016-12-20
4810043022573710,10/31,VISA 16 digit,2021-12-20
578426821562,12/22,Maestro,2004-04-14
6523450774256390,09/30,Discover,2019-09-29
6011771050875690,03/30,Discover,2006-08-18
213112379347509,09/23,JCB 15 digit,1993-07-28
3585058436262600,03/26,JCB 16 digit,2021-08-20
4735061371867,07/30,VISA 13 digit,2004-04-29
4806192206122710,10/27,VISA 16 digit,2003-02-01
2665329606946690,11/22,Mastercard,2009-11-10
213173461982876,05/27,JCB 15 digit,2008-03-03
4441716989726390000,12/29,VISA 19 digit,1994-06-18
2273967953192810,03/28,Mastercard,2012-02-21
371583339366136,07/25,American Express,1997-03-27
4265424068385870,04/28,VISA 16 digit,2003-06-07
3580795741880370,03/32,JCB 16 digit,2004-06-06
3504131728297310,07/32,JCB 16 digit,2007-03-05
3581473217461550,06/28,JCB 16 digit,1995-01-02
2720677665510850,10/28,Mastercard,2012-11-23
4464636314143040,05/31,VISA 16 digit,2020-06-25
60439225222,06/26,Maestro,2007-10-15
4290159280745,05/25,VISA 13 digit,2001-09-08
371522457398141,08/31,American Express,2009-09-22
180034379272397,03/24,JCB 15 digit,1995-01-04
3538421601926980,11/30,JCB 16 digit,2006-11-28
4771381992494600000,03/28,VISA 19 digit,2005-04-05
213170655621328,02/27,JCB 15 digit,2004-11-29
675980561673,05/31,Maestro,1995-02-05
4372007928713980,08/25,VISA 16 digit,2015-05-21
4052709127638970000,01/27,VISA 19 digit,2014-07-17
4844146428257840000,02/29,VISA 19 digit,2002-08-06
2294976345123010,10/31,Mastercard,2012-03-09
5512417560841320,08/26,Mastercard,2003-06-29
6011145002146850,11/28,Discover,1996-05-10
6520064082385680,09/29,Discover,2018-07-23
3578411587162360,12/25,JCB 16 digit,2017-09-17
4024156286891230,03/27,VISA 16 digit,2003-07-12
6011435202057150,09/30,Discover,2006-04-07
3531531925332150,09/27,JCB 16 digit,1994-05-27
4602387485115730,01/28,VISA 16 digit,1993-12-19
630468502954,10/28,Maestro,2004-01-27
4654694605148,08/24,VISA 13 digit,2021-05-29
2287766251001030,07/24,Mastercard,2003-07-02
4019312134024020,03/27,VISA 16 digit,2018-02-04
4869797832090920000,12/29,VISA 19 digit,2001-12-28
6575906821029770,08/23,Discover,2017-07-02
3582034062962720,06/27,JCB 16 digit,2010-08-07
4278474846811,04/28,VISA 13 digit,2019-03-26
4426504222288280,05/23,VISA 16 digit,2016-04-12
4371485829287430000,06/25,VISA 19 digit,1997-02-18
2229362467249070,08/30,Mastercard,2016-03-01
3509878061620990,07/25,JCB 16 digit,2009-05-26
213145176185367,01/27,JCB 15 digit,2013-06-25
213184258102420,07/23,JCB 15 digit,2000-02-06
567314448141,09/30,Maestro,2000-05-11
3559656730232540,01/30,JCB 16 digit,2022-07-03
4316417243256,03/30,VISA 13 digit,2001-09-18
4168139202327360,08/32,VISA 16 digit,1996-11-29
180062332436775,01/31,JCB 15 digit,1992-12-06
344007799780994,10/30,American Express,2016-02-25
676334176366,01/25,Maestro,2019-11-08
6011360192149470,11/30,Discover,1999-04-03
4465926332485520000,04/30,VISA 19 digit,1995-12-22
4301797105055430,11/27,VISA 16 digit,2014-07-01
2689515093865730,06/27,Mastercard,2005-02-15
6529933267533020,11/25,Discover,2019-07-15
3506384032397630,06/29,JCB 16 digit,2009-02-11
501851840113,11/30,Maestro,2015-09-15
3567249421450450,10/28,JCB 16 digit,2004-03-14
6011416287389270,05/24,Discover,1998-05-16
4476962115876670,02/27,VISA 16 digit,2020-06-25
4790927439431380,09/25,VISA 16 digit,1998-02-25
676297611474,12/22,Maestro,2012-02-28
503804049792,02/31,Maestro,2017-05-05
4608159243886,04/23,VISA 13 digit,2002-03-07
4566660617389020000,01/23,VISA 19 digit,1997-09-08
4643315671746860000,03/25,VISA 19 digit,2007-06-25
3526788547664760,02/32,JCB 16 digit,1996-12-23
3540300199030340,08/27,JCB 16 digit,2006-07-31
676258677605,06/27,Maestro,2007-01-13
3509847480690110,08/32,JCB 16 digit,2015-06-30
676129850795,05/23,Maestro,2012-11-26
4796993562554570000,05/25,VISA 19 digit,2021-07-21
3582938022741320,05/28,JCB 16 digit,2020-05-09
2289873224964000,12/29,Mastercard,2014-05-19
4759480136088700,04/27,VISA 16 digit,2001-12-17
3518035992222010,09/31,JCB 16 digit,2006-12-13
2246939382070560,10/24,Mastercard,2020-02-19
4932276111204430,03/24,VISA 16 digit,2022-06-24
180055037770282,11/26,JCB 15 digit,1994-08-31
6011104015536610,04/32,Discover,2022-09-23
2283830094933080,10/31,Mastercard,2014-11-26
4728359445899,05/29,VISA 13 digit,2022-10-03
4764743134233780000,08/28,VISA 19 digit,1995-04-17
213162953854636,06/30,JCB 15 digit,2001-12-22
348437085266588,05/27,American Express,2009-02-20
4562610334472300,11/32,VISA 16 digit,2011-12-10
180076282302431,11/26,JCB 15 digit,2020-01-11
2586965797980570,05/27,Mastercard,2005-12-22
4376414178301610,05/25,VISA 16 digit,2001-06-15
180099520806302,03/30,JCB 15 digit,2000-12-13
3578586608994980,01/23,JCB 16 digit,2016-09-01
4843547514845010000,08/29,VISA 19 digit,1996-11-12
3592127623519080,01/26,JCB 16 digit,2019-02-01
2323290885553600,09/28,Mastercard,2006-09-29
676114009860,11/30,Maestro,2017-02-22
4294920888746230,02/28,VISA 16 digit,2007-06-21
4916321769383900000,05/31,VISA 19 digit,2017-08-11
3518359626203830,06/27,JCB 16 digit,2004-10-16
4478843776620,03/23,VISA 13 digit,2016-02-20
4565651796850170,10/31,VISA 16 digit,2017-11-21
4732261336555080000,07/29,VISA 19 digit,2008-04-15
4490316577523930,07/27,VISA 16 digit,1994-06-12
4138751355963440000,01/30,VISA 19 digit,2012-02-04
5560740010737610,03/31,Mastercard,1997-05-25
213137938991398,06/27,JCB 15 digit,1993-01-01
585906845508,03/30,Maestro,1999-09-27
180058427001300,05/30,JCB 15 digit,2015-12-18
2252443294199620,07/26,Mastercard,2003-01-25
3549554671488440,01/24,JCB 16 digit,2016-05-30
2415505241666270,04/31,Mastercard,2006-09-02
3560313614608730,06/30,JCB 16 digit,2009-01-11
4187775919074000,04/26,VISA 16 digit,2015-03-31
4568515384172,11/25,VISA 13 digit,2022-08-05
4671861862831,09/24,VISA 13 digit,2005-01-30
4217492516656160,03/26,VISA 16 digit,1997-12-07
4641156463767870,08/25,VISA 16 digit,1994-02-19
4442135985315980,03/28,VISA 16 digit,2011-08-30
4566392296238510000,10/28,VISA 19 digit,2003-10-24
3549448909553550,09/28,JCB 16 digit,1996-10-01
180060142750641,11/27,JCB 15 digit,2000-01-26
571771512688,04/29,Maestro,2014-05-09
2509048331752470,05/23,Mastercard,2003-12-15
3550096928387130,01/30,JCB 16 digit,2004-03-04
676399442422,10/31,Maestro,2015-08-17
4957751692771800000,08/26,VISA 19 digit,1998-02-25
4957068320684300,10/30,VISA 16 digit,2015-03-30
180025677230756,01/30,JCB 15 digit,2015-04-20
676153294795,04/27,Maestro,2012-07-09
4239951385466050,10/26,VISA 16 digit,2018-11-02
2272829568434540,05/26,Mastercard,1998-08-12
639024585437,12/29,Maestro,2007-09-15
4209905563182460,06/27,VISA 16 digit,2021-10-18
4962349172871980000,02/25,VISA 19 digit,2022-01-05
6508785516596480,11/31,Discover,2022-10-13
2275187389749480,01/28,Mastercard,2015-06-18
3530099042856030,11/28,JCB 16 digit,1999-05-03
213106649804091,05/32,JCB 15 digit,2018-02-03
3584852580219520,06/26,JCB 16 digit,2018-03-09
4479578527593400,07/26,VISA 16 digit,1995-05-12
639078721508,06/31,Maestro,2012-01-26
4263059383083,05/32,VISA 13 digit,2020-05-09
349964955534851,08/24,American Express,1996-06-04
6011210490887640,04/32,Discover,1996-08-09
562668711079,02/31,Maestro,1999-05-28
4199099749024780,11/30,VISA 16 digit,2004-03-14
4061872976191070000,10/26,VISA 19 digit,2012-09-16
4224388676639,12/29,VISA 13 digit,2021-08-04
2441654374447100,12/28,Mastercard,2014-01-04
4182605632448610,05/31,VISA 16 digit,2010-10-08
3510766096052290,09/25,JCB 16 digit,2003-12-04
4116679287122820,05/27,VISA 16 digit,2019-04-15
2289287159480670,08/23,Mastercard,2004-10-16
3592562815383600,09/30,JCB 16 digit,2001-10-17
3576546411140190,10/26,JCB 16 digit,1995-11-20
6011744897110020,05/26,Discover,1994-11-26
502073538014,05/30,Maestro,2002-12-15
676186692312,07/32,Maestro,1999-04-19
340579785849359,01/29,American Express,2007-11-05
503892875868,03/29,Maestro,2019-12-31
4249609729345640,07/24,VISA 16 digit,2000-11-12
3592886723390690,09/31,JCB 16 digit,2010-04-23
60420233904,10/26,Maestro,2015-12-04
4227073151704280,08/32,VISA 16 digit,2020-06-24
639007707479,09/24,Maestro,1995-06-13
341482587848134,09/32,American Express,1995-12-07
4413303858208910,03/25,VISA 16 digit,2011-06-02
4236694544780660000,10/29,VISA 19 digit,1993-05-07
375876854780897,11/29,American Express,2019-04-10
4277675749096560000,08/32,VISA 19 digit,2011-01-04
6011029204053280,04/28,Discover,1997-11-11
4943603689284210,01/32,VISA 16 digit,2011-08-12
6011873654257480,12/31,Discover,2015-05-05
4220507149185,08/23,VISA 13 digit,2010-12-21
4127524299700650,06/29,VISA 16 digit,2000-09-12
4505202423798,10/25,VISA 13 digit,1997-05-05
180003331365862,07/29,JCB 15 digit,2003-12-12
3594252187060910,07/30,JCB 16 digit,2008-12-10
4609274716511890000,02/30,VISA 19 digit,1993-02-11
4891408359541450000,07/27,VISA 19 digit,2017-06-29
374587343972828,06/32,American Express,2013-06-19
4983518190202690,07/29,VISA 16 digit,1997-08-18
4818797915997750,06/23,VISA 16 digit,1995-07-10
503837395097,07/27,Maestro,1996-07-16
342701940108681,03/31,American Express,1995-09-05
2277186238440150,04/25,Mastercard,2018-09-01
4049855113655040,01/31,VISA 16 digit,2012-07-24
345553234424275,10/25,American Express,1995-07-23
6529592170081230,11/25,Discover,2008-06-12
213153479209967,11/31,JCB 15 digit,1998-07-16
3587769834903030,04/28,JCB 16 digit,2002-09-08
6011266622183010,06/29,Discover,1995-03-20
3556186579712500,03/23,JCB 16 digit,2002-12-10
2474716909591630,06/29,Mastercard,1998-10-17
180071537830229,06/28,JCB 15 digit,2001-05-16
213133714824515,07/23,JCB 15 digit,2016-01-01
4615029980308050,01/25,VISA 16 digit,2022-06-12
4139683678868,02/31,VISA 13 digit,2014-02-11
378894697710325,06/23,American Express,2017-05-22
3536759613965370,09/27,JCB 16 digit,1994-02-12
3529368131601600,02/26,JCB 16 digit,1998-06-01
6551196026024010,12/22,Discover,2001-11-19
584610883335,05/29,Maestro,2020-12-14
6541755237240600,01/25,Discover,1998-09-05
6011596168128280,04/29,Discover,2021-06-12
180046923174648,07/26,JCB 15 digit,2005-11-21
2589656320173500,02/29,Mastercard,1996-11-12
4731506261844220000,11/23,VISA 19 digit,2005-06-06
4191624643193880,01/25,VISA 16 digit,1996-05-10
4347695694534680,01/28,VISA 16 digit,2022-05-18
372175062650478,06/23,American Express,2009-04-26
347481255091302,06/23,American Express,2016-11-11
4186286665123,10/25,VISA 13 digit,2015-12-01
4580141262792050,05/32,VISA 16 digit,2001-05-14
4237963032316840000,09/28,VISA 19 digit,1999-09-10
378352867401126,03/28,American Express,1993-01-14
4706367321331490000,06/24,VISA 19 digit,2010-01-29
4145022185262140000,02/23,VISA 19 digit,2010-03-08
345833354189654,01/23,American Express,2018-03-25
676290388567,12/29,Maestro,1998-10-19
2626699878729690,07/26,Mastercard,1997-02-22
5201189490240870,06/23,Mastercard,2019-10-31
2274891255129200,08/24,Mastercard,2019-09-09
3545580554500530,09/23,JCB 16 digit,1999-08-03
349816227916318,02/23,American Express,2015-02-15
4900927384274990,07/32,VISA 16 digit,2022-04-03
2542062032924320,02/31,Mastercard,2002-01-11
4618962948300320000,12/22,VISA 19 digit,2017-06-19
180020254856495,11/29,JCB 15 digit,2021-09-21
4443428011926,01/24,VISA 13 digit,2010-08-31
343324816426696,01/26,American Express,2018-05-16
3569059363577810,09/29,JCB 16 digit,2021-12-25
4571112917264770000,05/24,VISA 19 digit,2022-02-14
3534371731271220,01/30,JCB 16 digit,2007-07-04
4412755147487330,11/31,VISA 16 digit,2004-02-11
6011794559076670,05/24,Discover,2014-09-04
4899661526427,02/28,VISA 13 digit,2015-06-29
4406588696376140000,06/28,VISA 19 digit,2002-09-24
180091037474161,02/25,JCB 15 digit,2020-02-25
3542699294119710,02/23,JCB 16 digit,2021-07-08
639044038524,09/28,Maestro,2020-05-31
347726872673167,06/26,American Express,2015-12-11
60473234817,03/32,Maestro,2007-03-17
6011792086832160,07/28,Discover,2000-06-27
180069511845536,11/26,JCB 15 digit,2014-12-09
6517179927883610,06/32,Discover,2004-02-24
379381761474961,09/27,American Express,2018-10-04
675922516363,01/23,Maestro,1996-05-29
503825052510,08/24,Maestro,2004-10-11
2417358960279030,12/23,Mastercard,2019-09-14
6570432284162290,01/31,Discover,2003-03-15
213190939022788,03/23,JCB 15 digit,1998-01-02
503896452896,04/25,Maestro,1995-05-13
180047995433441,09/25,JCB 15 digit,2002-09-16
4798720379312140000,10/30,VISA 19 digit,2022-07-07
568283855647,07/23,Maestro,2019-12-12
345765633643905,09/28,American Express,2019-07-25
502060032203,09/29,Maestro,2022-10-10
213176576643416,05/26,JCB 15 digit,1999-07-02
213146625143098,01/28,JCB 15 digit,2009-06-23
341178027710609,01/31,American Express,2000-10-26
6011480602752260,09/25,Discover,2007-07-25
6532325167517550,06/24,Discover,2015-04-16
4309389552176,06/26,VISA 13 digit,1997-12-25
4069165627703440,11/23,VISA 16 digit,2001-08-21
4902062913099220000,07/24,VISA 19 digit,1993-05-01
577476601601,10/25,Maestro,2012-06-17
4116614476232,10/32,VISA 13 digit,1995-07-13
6011840597937420,12/24,Discover,2008-06-28
4388552208089,05/31,VISA 13 digit,2019-07-01
4888241691069060000,10/29,VISA 19 digit,2000-03-21
2262355442295180,09/28,Mastercard,1998-06-13
342269895352985,06/25,American Express,2010-04-10
4594670636342650,05/29,VISA 16 digit,2006-08-22
4557389416863,07/26,VISA 13 digit,2017-02-27
4397013756869500,09/23,VISA 16 digit,2011-07-12
3501567719212870,11/28,JCB 16 digit,1994-09-18
676315615630,10/27,Maestro,2018-02-07
373291881046035,04/23,American Express,2009-06-13
